"method","serie","F1","precision","recall"
"RED_ewma",8,NA,0,0
"RED_ewma",9,NA,0,0
"RED_ewma",10,NA,0,0
"RED_ewma",11,NA,0,0
"RED_ewma",12,NA,0,0
"RED_ewma",13,0.4,0.75,0.272727272727273
"RED_ewma",14,0.666666666666667,0.5,1
"RED_ewma",15,NA,0,0
"RED_ewma",16,NA,0,0
"RED_ewma",17,NA,0,0
"RED_ewma",18,NA,0,0
"RED_ewma",19,0.444444444444444,0.571428571428571,0.363636363636364
"RED_ewma",20,0.571428571428572,0.666666666666667,0.5
"RED_ewma",21,0.75,0.6,1
"RED_ewma",22,0.8,0.727272727272727,0.888888888888889
"RED_ewma",23,0.615384615384615,0.8,0.5
"RED_ewma",24,0.75,0.6,1
"RED_ewma",25,0.888888888888889,0.8,1
"RED_ewma",26,NA,0,0
"RED_ewma",27,0.857142857142857,0.789473684210526,0.9375
"RED_ewma",28,NA,0,0
"RED_ewma",29,0.666666666666667,0.833333333333333,0.555555555555556
"RED_ewma",30,NA,0,0
"RED_ewma",31,0.266666666666667,0.666666666666667,0.166666666666667
"RED_ewma",32,0.166666666666667,0.333333333333333,0.111111111111111
"RED_ewma",33,NA,0,0
"RED_ewma",34,0.705882352941176,0.6,0.857142857142857
"RED_ewma",35,NA,0,0
"RED_ewma",36,NA,0,0
"RED_ewma",37,NA,0,0
"RED_ewma",38,NA,0,0
"RED_ewma",39,NA,0,0
"RED_ewma",40,NA,0,0
"RED_ewma",41,NA,0,0
"RED_ewma",42,NA,0,0
"RED_ewma",43,NA,0,0
"RED_ewma",44,NA,0,0
"RED_ewma",45,NA,0,0
"RED_ewma",46,0.5,0.333333333333333,1
"RED_ewma",47,NA,0,0
"RED_ewma",48,NA,0,0
"RED_ewma",49,0.740740740740741,0.588235294117647,1
"RED_ewma",50,0.833333333333333,0.714285714285714,1
"RED_ewma",51,NA,0,0
"RED_ewma",52,NA,0,0
"RED_ewma",53,0.166666666666667,1,0.0909090909090909
"RED_ewma",54,NA,0,0
"RED_ewma",55,NA,0,0
"RED_ewma",56,0.4,0.5,0.333333333333333
"RED_ewma",57,0.896551724137931,0.8125,1
"RED_ewma",58,NA,0,0
"RED_ewma",59,NA,0,0
"RED_ewma",60,0.75,0.6,1
"RED_ewma",61,0.571428571428572,0.5,0.666666666666667
"RED_ewma",62,NA,0,0
"RED_ewma",63,0.866666666666667,0.866666666666667,0.866666666666667
"RED_ewma",64,0.888888888888889,0.857142857142857,0.923076923076923
"RED_ewma",65,NA,0,0
"RED_ewma",66,NA,0,0
"RED_ewma",67,0.142857142857143,0.5,0.0833333333333333
"RED_ewma",68,0.133333333333333,0.333333333333333,0.0833333333333333
"RED_ewma",69,NA,0,0
"RED_ewma",70,NA,0,0
"RED_ewma",71,NA,0,0
"RED_ewma",72,0.642857142857143,0.75,0.5625
"RED_ewma",73,0.117647058823529,0.5,0.0666666666666667
"RED_ewma",74,0.592592592592593,0.727272727272727,0.5
"RED_mad",1,0.714285714285714,0.666666666666667,0.769230769230769
"RED_mad",2,0.206896551724138,0.12,0.75
"RED_mad",3,0.7,0.538461538461538,1
"RED_mad",4,0.909090909090909,0.833333333333333,1
"RED_mad",5,1,1,1
"RED_mad",6,0.571428571428571,0.571428571428571,0.571428571428571
"RED_mad",7,0.695652173913043,0.666666666666667,0.727272727272727
"RED_mad",8,0.5,0.333333333333333,1
"RED_mad",9,0.8,0.8,0.8
"RED_mad",10,0.869565217391304,0.909090909090909,0.833333333333333
"RED_mad",11,0.909090909090909,0.833333333333333,1
"RED_mad",12,1,1,1
"RED_mad",13,0.4,0.315789473684211,0.545454545454545
"RED_mad",14,0.285714285714286,0.166666666666667,1
"RED_mad",15,0.875,0.823529411764706,0.933333333333333
"RED_mad",16,0.666666666666667,0.523809523809524,0.916666666666667
"RED_mad",17,0.857142857142857,0.75,1
"RED_mad",18,0.888888888888889,0.8,1
"RED_mad",19,0.571428571428571,0.470588235294118,0.727272727272727
"RED_mad",20,0.545454545454545,0.428571428571429,0.75
"RED_mad",21,0.857142857142857,0.75,1
"RED_mad",22,0.842105263157895,0.8,0.888888888888889
"RED_mad",23,1,1,1
"RED_mad",24,0.857142857142857,0.75,1
"RED_mad",25,1,1,1
"RED_mad",26,0.956521739130435,0.916666666666667,1
"RED_mad",27,0.615384615384615,0.8,0.5
"RED_mad",28,0.75,0.666666666666667,0.857142857142857
"RED_mad",29,0.518518518518518,0.388888888888889,0.777777777777778
"RED_mad",30,0.133333333333333,0.0714285714285714,1
"RED_mad",31,0.956521739130435,1,0.916666666666667
"RED_mad",32,0.947368421052632,0.9,1
"RED_mad",33,0.923076923076923,0.857142857142857,1
"RED_mad",34,0.875,0.777777777777778,1
"RED_mad",35,0.0666666666666667,0.0344827586206897,1
"RED_mad",36,0.210526315789474,0.117647058823529,1
"RED_mad",37,0.137931034482759,0.0740740740740741,1
"RED_mad",38,0.645161290322581,0.666666666666667,0.625
"RED_mad",39,0.324324324324324,0.206896551724138,0.75
"RED_mad",40,0.4,0.25,1
"RED_mad",41,0.631578947368421,0.545454545454545,0.75
"RED_mad",42,0.3,0.176470588235294,1
"RED_mad",43,0.580645161290323,0.529411764705882,0.642857142857143
"RED_mad",44,1,1,1
"RED_mad",45,0.896551724137931,0.928571428571429,0.866666666666667
"RED_mad",46,0.0952380952380952,0.05,1
"RED_mad",47,0.166666666666667,0.0909090909090909,1
"RED_mad",48,0.733333333333333,0.6875,0.785714285714286
"RED_mad",49,0.869565217391304,0.769230769230769,1
"RED_mad",50,0.833333333333333,0.714285714285714,1
"RED_mad",51,0.5,0.333333333333333,1
"RED_mad",52,0.642857142857143,0.6,0.692307692307692
"RED_mad",53,0.869565217391304,0.833333333333333,0.909090909090909
"RED_mad",54,0.551724137931034,0.5,0.615384615384615
"RED_mad",55,0.8,0.705882352941177,0.923076923076923
"RED_mad",56,0.666666666666667,0.5,1
"RED_mad",57,0.96,1,0.923076923076923
"RED_mad",58,0.482758620689655,0.411764705882353,0.583333333333333
"RED_mad",59,0.72,0.818181818181818,0.642857142857143
"RED_mad",60,0.857142857142857,0.75,1
"RED_mad",61,0.75,0.6,1
"RED_mad",62,0.941176470588235,0.888888888888889,1
"RED_mad",63,0.827586206896552,0.857142857142857,0.8
"RED_mad",64,1,1,1
"RED_mad",65,0.761904761904762,0.666666666666667,0.888888888888889
"RED_mad",66,0.0909090909090909,0.0476190476190476,1
"RED_mad",67,0.583333333333333,0.583333333333333,0.583333333333333
"RED_mad",68,0.571428571428572,0.5,0.666666666666667
"RED_mad",69,0.631578947368421,0.461538461538462,1
"RED_mad",70,0.909090909090909,0.833333333333333,1
"RED_mad",71,0.235294117647059,0.133333333333333,1
"RED_mad",72,0.5625,0.5625,0.5625
"RED_mad",73,0.75,0.705882352941177,0.8
"RED_mad",74,0.588235294117647,0.555555555555556,0.625
"RED_meanad",1,0.923076923076923,0.923076923076923,0.923076923076923
"RED_meanad",2,0.258064516129032,0.148148148148148,1
"RED_meanad",3,0.933333333333333,0.875,1
"RED_meanad",4,1,1,1
"RED_meanad",5,1,1,1
"RED_meanad",6,0.928571428571429,0.928571428571429,0.928571428571429
"RED_meanad",7,0.916666666666667,0.846153846153846,1
"RED_meanad",8,0.5,0.333333333333333,1
"RED_meanad",9,0.9,0.9,0.9
"RED_meanad",10,0.916666666666667,0.916666666666667,0.916666666666667
"RED_meanad",11,1,1,1
"RED_meanad",12,1,1,1
"RED_meanad",13,0.72,0.642857142857143,0.818181818181818
"RED_meanad",14,0.666666666666667,0.5,1
"RED_meanad",15,0.838709677419355,0.8125,0.866666666666667
"RED_meanad",16,0.606060606060606,0.476190476190476,0.833333333333333
"RED_meanad",17,1,1,1
"RED_meanad",18,1,1,1
"RED_meanad",19,0.846153846153846,0.733333333333333,1
"RED_meanad",20,0.32,0.19047619047619,1
"RED_meanad",21,0.857142857142857,0.75,1
"RED_meanad",22,0.842105263157895,0.8,0.888888888888889
"RED_meanad",23,0.9375,0.9375,0.9375
"RED_meanad",24,0.923076923076923,0.857142857142857,1
"RED_meanad",25,1,1,1
"RED_meanad",26,1,1,1
"RED_meanad",27,0.967741935483871,1,0.9375
"RED_meanad",28,1,1,1
"RED_meanad",29,0.818181818181818,0.692307692307692,1
"RED_meanad",30,0.181818181818182,0.1,1
"RED_meanad",31,1,1,1
"RED_meanad",32,1,1,1
"RED_meanad",33,0.923076923076923,0.857142857142857,1
"RED_meanad",34,1,1,1
"RED_meanad",35,0.1,0.0526315789473684,1
"RED_meanad",36,0.285714285714286,0.166666666666667,1
"RED_meanad",37,0.153846153846154,0.0833333333333333,1
"RED_meanad",38,0.666666666666667,0.647058823529412,0.6875
"RED_meanad",39,0.538461538461539,0.388888888888889,0.875
"RED_meanad",40,0.222222222222222,0.125,1
"RED_meanad",41,0.75,0.75,0.75
"RED_meanad",42,0.666666666666667,0.5,1
"RED_meanad",43,0.8125,0.722222222222222,0.928571428571429
"RED_meanad",44,1,1,1
"RED_meanad",45,1,1,1
"RED_meanad",46,0.133333333333333,0.0714285714285714,1
"RED_meanad",47,0.266666666666667,0.153846153846154,1
"RED_meanad",48,1,1,1
"RED_meanad",49,0.869565217391304,0.769230769230769,1
"RED_meanad",50,1,1,1
"RED_meanad",51,0.8,0.666666666666667,1
"RED_meanad",52,0.769230769230769,0.769230769230769,0.769230769230769
"RED_meanad",53,0.88,0.785714285714286,1
"RED_meanad",54,0.827586206896552,0.75,0.923076923076923
"RED_meanad",55,1,1,1
