"","...1","method","dataset","series","time_fit","time_detect","time_detect_RT","time_RT","precision","recall","f1","precision_soft","recall_soft","f1_soft","precision_RT","recall_RT","f1_RT","precision_RT_soft","recall_RT_soft","f1_RT_soft"
"486",86,"remd","A3Benchmark","TS87",3.62396240234375e-05,3.42452359199524,4.17348027229309,2.43541741371155,1,1,1,1,1,1,0.875,1,0.933333333333333,0.875,1,0.933333333333333
"487",87,"remd","A3Benchmark","TS88",3.95774841308594e-05,3.87977862358093,5.39002633094788,2.48619771003723,0.769230769230769,0.833333333333333,0.8,0.830769230769231,0.9,0.864,0.833333333333333,0.833333333333333,0.833333333333333,0.9,0.9,0.9
"488",88,"remd","A3Benchmark","TS89",3.67164611816406e-05,2.37231826782227,6.02170562744141,2.05650210380554,0.923076923076923,0.857142857142857,0.888888888888889,0.984615384615385,0.914285714285714,0.948148148148148,0.857142857142857,0.857142857142857,0.857142857142857,0.971428571428571,0.971428571428571,0.971428571428571
"489",89,"remd","A3Benchmark","TS9",4.12464141845703e-05,2.02779626846313,5.84266924858093,2.10427093505859,1,1,1,1,1,1,0.9,0.9,0.9,0.98,0.98,0.98
"490",90,"remd","A3Benchmark","TS90",3.69548797607422e-05,2.16390490531921,6.35882115364075,1.55330371856689,1,1,1,1,1,1,1,1,1,1,1,1
"491",91,"remd","A3Benchmark","TS91",3.64780426025391e-05,3.36898756027222,4.68478798866272,2.25676369667053,1,1,1,1,1,1,1,1,1,1,1,1
"492",92,"remd","A3Benchmark","TS92",3.62396240234375e-05,3.98864936828613,5.06407475471497,2.56447100639343,1,1,1,1,1,1,1,1,1,1,1,1
"493",93,"remd","A3Benchmark","TS93",3.71932983398438e-05,3.1927649974823,3.58111977577209,2.35362076759338,0.9375,1,0.967741935483871,0.9375,1,0.967741935483871,1,0.933333333333333,0.96551724137931,1,0.933333333333333,0.96551724137931
"494",94,"remd","A3Benchmark","TS94",3.52859497070312e-05,2.10572052001953,5.5933883190155,1.60659646987915,1,1,1,1,1,1,1,1,1,1,1,1
"495",95,"remd","A3Benchmark","TS95",3.45706939697266e-05,3.63366365432739,4.01766300201416,2.1762228012085,1,1,1,1,1,1,0.941176470588235,1,0.96969696969697,0.941176470588235,1,0.96969696969697
"496",96,"remd","A3Benchmark","TS96",3.52859497070312e-05,3.58671736717224,4.59078884124756,2.47127890586853,1,1,1,1,1,1,1,1,1,1,1,1
"497",97,"remd","A3Benchmark","TS97",3.57627868652344e-05,2.46596217155457,7.60573673248291,1.98595190048218,1,1,1,1,1,1,1,1,1,1,1,1
"498",98,"remd","A3Benchmark","TS98",3.76701354980469e-05,3.2157826423645,4.78273487091064,2.11126828193665,1,1,1,1,1,1,1,1,1,1,1,1
"499",99,"remd","A3Benchmark","TS99",3.67164611816406e-05,2.21587419509888,6.53687882423401,1.57858538627625,1,1,1,1,1,1,1,1,1,1,1,1
"500",100,"remd","A3Benchmark","TS99",3.71932983398438e-05,2.34119248390198,6.99557113647461,2.68430519104004,1,1,1,1,1,1,1,1,1,1,1,1
"501",1,"rtad","A3Benchmark","TS1",3.62396240234375e-05,5.41119599342346,3.25429511070251,3.78722858428955,0.785714285714286,1,0.88,0.785714285714286,1,0.88,0.176470588235294,0.272727272727273,0.214285714285714,0.552941176470588,0.854545454545455,0.671428571428571
"502",2,"rtad","A3Benchmark","TS10",1.50203704833984e-05,2.91152453422546,3.69489932060242,2.79615759849548,0.9,0.9,0.9,0.98,0.98,0.98,0.375,0.3,0.333333333333333,0.875,0.7,0.777777777777778
"503",3,"rtad","A3Benchmark","TS100",1.59740447998047e-05,2.23453903198242,3.11206865310669,1.80967688560486,1,1,1,1,1,1,0.4,0.4,0.4,0.88,0.88,0.88
"504",4,"rtad","A3Benchmark","TS11",2.02655792236328e-05,2.97647356987,5.85965061187744,2.55155968666077,0.875,1,0.933333333333333,0.875,1,0.933333333333333,0.4,0.571428571428571,0.470588235294118,0.64,0.914285714285714,0.752941176470588
"505",5,"rtad","A3Benchmark","TS12",1.64508819580078e-05,1.51851439476013,2.8787727355957,1.37482452392578,1,1,1,1,1,1,0.307692307692308,0.307692307692308,0.307692307692308,0.861538461538462,0.861538461538462,0.861538461538461
"506",6,"rtad","A3Benchmark","TS13",2.19345092773438e-05,2.98695278167725,2.56925368309021,2.5506796836853,1,1,1,1,1,1,0.444444444444444,0.444444444444444,0.444444444444444,0.888888888888889,0.888888888888889,0.888888888888889
"507",7,"rtad","A3Benchmark","TS14",1.66893005371094e-05,1.36349725723267,2.71733474731445,1.26529097557068,1,1,1,1,1,1,0.266666666666667,0.266666666666667,0.266666666666667,0.853333333333333,0.853333333333333,0.853333333333333
"508",8,"rtad","A3Benchmark","TS15",1.69277191162109e-05,4.38267517089844,3.41055679321289,4.27403163909912,0.545454545454545,1,0.705882352941176,0.545454545454545,1,0.705882352941176,0.5,0.5,0.5,0.9,0.9,0.9
"509",9,"rtad","A3Benchmark","TS16",3.48091125488281e-05,2.27666807174683,2.74988079071045,2.28611540794373,0.388888888888889,0.777777777777778,0.518518518518518,0.477777777777778,0.955555555555555,0.637037037037037,0.1,0.222222222222222,0.137931034482759,0.38,0.844444444444445,0.524137931034483
"510",10,"rtad","A3Benchmark","TS17",1.81198120117188e-05,1.83299946784973,3.50117588043213,1.28351855278015,0.5,1,0.666666666666667,0.5,1,0.666666666666667,0.5,1,0.666666666666667,0.5,1,0.666666666666667
"511",11,"rtad","A3Benchmark","TS18",2.21729278564453e-05,4.09951162338257,6.00280094146729,3.95850324630737,0.833333333333333,0.833333333333333,0.833333333333333,0.9,0.9,0.9,0.272727272727273,0.25,0.260869565217391,0.854545454545455,0.783333333333333,0.817391304347826
"512",12,"rtad","A3Benchmark","TS19",3.24249267578125e-05,3.28581118583679,2.81052303314209,2.81299042701721,0.909090909090909,1,0.952380952380952,0.909090909090909,1,0.952380952380952,0.3,0.3,0.3,0.86,0.86,0.86
"513",13,"rtad","A3Benchmark","TS2",1.85966491699219e-05,2.05401730537415,6.347323179245,1.56919121742249,1,1,1,1,1,1,0.0625,0.0625,0.0625,0.8125,0.8125,0.8125
"514",14,"rtad","A3Benchmark","TS20",2.6702880859375e-05,1.71189737319946,3.23661184310913,1.60383915901184,0.916666666666667,0.916666666666667,0.916666666666667,0.983333333333333,0.983333333333333,0.983333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333
"515",15,"rtad","A3Benchmark","TS21",3.88622283935547e-05,1.92704343795776,3.10541677474976,1.77819156646729,1,1,1,1,1,1,0.5,0.5,0.5,0.9,0.9,0.9
"516",16,"rtad","A3Benchmark","TS22",3.36170196533203e-05,2.64101099967957,2.18724966049194,2.48819541931152,1,1,1,1,1,1,0.571428571428571,1,0.727272727272727,0.571428571428571,1,0.727272727272727
"517",17,"rtad","A3Benchmark","TS23",3.40938568115234e-05,2.34733247756958,3.16191339492798,2.25006079673767,0.75,0.8,0.774193548387097,0.9,0.96,0.929032258064516,0.25,0.266666666666667,0.258064516129032,0.8,0.853333333333333,0.825806451612903
"518",18,"rtad","A3Benchmark","TS24",1.76429748535156e-05,2.74153661727905,2.89833426475525,2.4243049621582,0.875,0.875,0.875,0.975,0.975,0.975,0.625,0.625,0.625,0.925,0.925,0.925
"519",19,"rtad","A3Benchmark","TS25",1.78813934326172e-05,2.09278416633606,2.60333204269409,1.57008290290833,1,1,1,1,1,1,1,1,1,1,1,1
"520",20,"rtad","A3Benchmark","TS26",3.79085540771484e-05,1.38300895690918,2.59887528419495,1.10460162162781,1,1,1,1,1,1,0.454545454545455,0.454545454545455,0.454545454545455,0.890909090909091,0.890909090909091,0.890909090909091
"521",21,"rtad","A3Benchmark","TS27",3.48091125488281e-05,1.68907165527344,2.1205267906189,1.49193024635315,1,1,1,1,1,1,0.777777777777778,0.777777777777778,0.777777777777778,0.955555555555555,0.955555555555555,0.955555555555555
"522",22,"rtad","A3Benchmark","TS28",3.45706939697266e-05,1.389888048172,2.73248863220215,1.21097898483276,0.666666666666667,1,0.8,0.666666666666667,1,0.8,1,1,1,1,1,1
"523",23,"rtad","A3Benchmark","TS29",3.4332275390625e-05,3.16489195823669,2.5927562713623,2.69424629211426,0.307692307692308,1,0.470588235294118,0.307692307692308,1,0.470588235294118,0.133333333333333,0.5,0.210526315789474,0.24,0.9,0.378947368421053
"524",24,"rtad","A3Benchmark","TS3",5.29289245605469e-05,1.48285698890686,3.98704528808594,1.52503204345703,1,1,1,1,1,1,0.5,0.5,0.5,0.9,0.9,0.9
"525",25,"rtad","A3Benchmark","TS30",2.31266021728516e-05,2.52007412910461,4.23301529884338,2.34523344039917,1,1,1,1,1,1,0.333333333333333,0.375,0.352941176470588,0.777777777777778,0.875,0.823529411764706
"526",26,"rtad","A3Benchmark","TS31",2.07424163818359e-05,1.67924237251282,4.36441421508789,1.17696666717529,1,1,1,1,1,1,0.428571428571429,0.428571428571429,0.428571428571429,0.885714285714286,0.885714285714286,0.885714285714286
"527",27,"rtad","A3Benchmark","TS32",3.57627868652344e-05,3.6378071308136,2.55901646614075,2.96373248100281,0.6875,0.785714285714286,0.733333333333333,0.8375,0.957142857142857,0.893333333333333,0.111111111111111,0.142857142857143,0.125,0.644444444444444,0.828571428571429,0.725
"528",28,"rtad","A3Benchmark","TS33",3.29017639160156e-05,2.66507148742676,2.91724300384521,2.17329049110413,0.666666666666667,1,0.8,0.666666666666667,1,0.8,0.0666666666666667,0.125,0.0869565217391304,0.44,0.825,0.573913043478261
"529",29,"rtad","A3Benchmark","TS34",3.33786010742188e-05,1.93598508834839,2.13286662101746,2.18401956558228,0.0357142857142857,1,0.0689655172413793,0.0357142857142857,1,0.0689655172413793,0.0357142857142857,1,0.0689655172413793,0.0357142857142857,1,0.0689655172413793
"530",30,"rtad","A3Benchmark","TS35",3.50475311279297e-05,3.3397228717804,4.04622650146484,2.74595284461975,0.5,1,0.666666666666667,0.5,1,0.666666666666667,0.5,0.666666666666667,0.571428571428572,0.7,0.933333333333333,0.8
"531",31,"rtad","A3Benchmark","TS36",3.4332275390625e-05,5.71121048927307,2.56817531585693,4.57927560806274,1,1,1,1,1,1,1,1,1,1,1,1
"532",32,"rtad","A3Benchmark","TS37",3.19480895996094e-05,4.30954360961914,2.34337043762207,3.76362729072571,0.909090909090909,1,0.952380952380952,0.909090909090909,1,0.952380952380952,0.0714285714285714,0.1,0.0833333333333333,0.585714285714286,0.82,0.683333333333333
"533",33,"rtad","A3Benchmark","TS38",3.76701354980469e-05,1.7211799621582,2.7994647026062,1.55186581611633,1,1,1,1,1,1,1,1,1,1,1,1
"534",34,"rtad","A3Benchmark","TS39",2.05039978027344e-05,2.42217350006104,3.64037537574768,1.89809370040894,0.857142857142857,1,0.923076923076923,0.857142857142857,1,0.923076923076923,0,0,NA,0.685714285714286,0.8,0.738461538461539
"535",35,"rtad","A3Benchmark","TS4",4.05311584472656e-05,4.15584087371826,2.23673605918884,3.13506746292114,1,1,1,1,1,1,0.833333333333333,0.833333333333333,0.833333333333333,0.966666666666667,0.966666666666667,0.966666666666667
"536",36,"rtad","A3Benchmark","TS40",3.24249267578125e-05,2.55197763442993,2.64666843414307,2.43622803688049,0.666666666666667,0.8,0.727272727272727,0.733333333333333,0.88,0.8,0.307692307692308,0.4,0.347826086956522,0.615384615384615,0.8,0.695652173913043
"537",37,"rtad","A3Benchmark","TS41",3.67164611816406e-05,1.64507102966309,3.65585780143738,1.97824358940125,0.928571428571429,0.928571428571429,0.928571428571429,0.985714285714286,0.985714285714286,0.985714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.885714285714286,0.885714285714286,0.885714285714286
"538",38,"rtad","A3Benchmark","TS42",3.36170196533203e-05,12.598895072937,11.1516830921173,11.8438577651978,0.875,0.875,0.875,0.975,0.975,0.975,0.0666666666666667,0.0625,0.0645161290322581,0.813333333333333,0.7625,0.787096774193549
"539",39,"rtad","A3Benchmark","TS43",3.55243682861328e-05,2.63977551460266,2.41985464096069,2.00612902641296,0.733333333333333,0.733333333333333,0.733333333333333,0.946666666666667,0.946666666666667,0.946666666666667,0.142857142857143,0.2,0.166666666666667,0.6,0.84,0.7
"540",40,"rtad","A3Benchmark","TS44",4.02927398681641e-05,2.99863386154175,2.72867321968079,2.2136824131012,0.866666666666667,0.8125,0.838709677419355,0.973333333333333,0.9125,0.941935483870968,0.125,0.125,0.125,0.825,0.825,0.825
"541",41,"rtad","A3Benchmark","TS45",3.40938568115234e-05,2.39288091659546,3.02434110641479,2.3079137802124,0.2,1,0.333333333333333,0.2,1,0.333333333333333,0.0909090909090909,0.4,0.148148148148148,0.2,0.88,0.325925925925926
"542",42,"rtad","A3Benchmark","TS46",3.29017639160156e-05,3.34493803977966,2.2298572063446,2.7020366191864,0.375,1,0.545454545454545,0.375,1,0.545454545454545,0.75,1,0.857142857142857,0.75,1,0.857142857142857
"543",43,"rtad","A3Benchmark","TS47",3.57627868652344e-05,3.562255859375,2.32252144813538,2.8772087097168,0.866666666666667,0.866666666666667,0.866666666666667,0.973333333333333,0.973333333333333,0.973333333333333,0.125,0.133333333333333,0.129032258064516,0.775,0.826666666666667,0.8
"544",44,"rtad","A3Benchmark","TS48",3.36170196533203e-05,3.3187575340271,3.93820405006409,2.53763341903687,0.857142857142857,0.923076923076923,0.888888888888889,0.914285714285714,0.984615384615385,0.948148148148148,0.266666666666667,0.307692307692308,0.285714285714286,0.746666666666667,0.861538461538462,0.8
"545",45,"rtad","A3Benchmark","TS49",3.45706939697266e-05,2.60257911682129,3.98481225967407,2.16412019729614,0.631578947368421,0.75,0.685714285714286,0.8,0.95,0.868571428571428,0.0476190476190476,0.0625,0.0540540540540541,0.619047619047619,0.8125,0.702702702702703
"546",46,"rtad","A3Benchmark","TS5",3.45706939697266e-05,1.53729152679443,3.22466683387756,1.72476410865784,1,1,1,1,1,1,1,1,1,1,1,1
"547",47,"rtad","A3Benchmark","TS50",4.00543212890625e-05,2.39457535743713,3.19837713241577,2.24334955215454,0.7,1,0.823529411764706,0.7,1,0.823529411764706,0.05,0.142857142857143,0.0740740740740741,0.29,0.828571428571429,0.42962962962963
"548",48,"rtad","A3Benchmark","TS51",3.4332275390625e-05,5.77110552787781,2.79987645149231,5.0217137336731,1,1,1,1,1,1,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.815384615384615,0.815384615384615,0.815384615384615
"549",49,"rtad","A3Benchmark","TS52",4.10079956054688e-05,2.79184746742249,2.34477376937866,2.5064857006073,1,1,1,1,1,1,0.5,0.666666666666667,0.571428571428572,0.7,0.933333333333333,0.8
"550",50,"rtad","A3Benchmark","TS53",3.29017639160156e-05,1.60272645950317,2.63503861427307,1.60015296936035,1,1,1,1,1,1,0.2,0.2,0.2,0.84,0.84,0.84
"551",51,"rtad","A3Benchmark","TS54",3.40938568115234e-05,3.53297519683838,3.15049839019775,2.74467039108276,0.9375,0.9375,0.9375,0.9875,0.9875,0.9875,0,0,NA,0.8,0.7,0.746666666666667
"552",52,"rtad","A3Benchmark","TS55",3.67164611816406e-05,2.90233540534973,2.32830023765564,2.68051171302795,1,1,1,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,0.866666666666667,0.866666666666667,0.866666666666667
"553",53,"rtad","A3Benchmark","TS56",3.67164611816406e-05,3.65349769592285,2.37342381477356,3.38674783706665,0.0588235294117647,1,0.111111111111111,0.0588235294117647,1,0.111111111111111,0.0666666666666667,1,0.125,0.0666666666666667,1,0.125
"554",54,"rtad","A3Benchmark","TS57",3.60012054443359e-05,3.09433031082153,3.53415250778198,2.14235043525696,0.9,1,0.947368421052632,0.9,1,0.947368421052632,0.666666666666667,0.666666666666667,0.666666666666667,0.933333333333333,0.933333333333333,0.933333333333333
"555",55,"rtad","A3Benchmark","TS58",3.45706939697266e-05,3.78060984611511,2.04215598106384,3.1395366191864,0.428571428571429,1,0.6,0.428571428571429,1,0.6,0.428571428571429,1,0.6,0.428571428571429,1,0.6
"556",56,"rtad","A3Benchmark","TS59",3.52859497070312e-05,3.34436678886414,3.33107471466064,2.35489392280579,0.733333333333333,1,0.846153846153846,0.733333333333333,1,0.846153846153846,0.230769230769231,0.272727272727273,0.25,0.723076923076923,0.854545454545455,0.783333333333333
"557",57,"rtad","A3Benchmark","TS6",5.91278076171875e-05,1.82050037384033,2.85123562812805,1.66848230361938,1,1,1,1,1,1,1,1,1,1,1,1
"558",58,"rtad","A3Benchmark","TS60",3.57627868652344e-05,1.43871283531189,2.01415467262268,1.82375168800354,1,1,1,1,1,1,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333
"559",59,"rtad","A3Benchmark","TS61",3.69548797607422e-05,2.55756378173828,7.88557839393616,2.4663987159729,0.928571428571429,1,0.962962962962963,0.928571428571429,1,0.962962962962963,0.230769230769231,0.230769230769231,0.230769230769231,0.846153846153846,0.846153846153846,0.846153846153846
"560",60,"rtad","A3Benchmark","TS62",3.33786010742188e-05,3.73623132705688,3.30918502807617,3.04211497306824,1,1,1,1,1,1,0.25,0.25,0.25,0.85,0.85,0.85
"561",61,"rtad","A3Benchmark","TS63",3.50475311279297e-05,3.41636610031128,4.03333759307861,2.60681486129761,1,1,1,1,1,1,0.7,0.7,0.7,0.94,0.94,0.94
"562",62,"rtad","A3Benchmark","TS64",3.91006469726562e-05,1.46342635154724,2.93325591087341,1.89184856414795,1,1,1,1,1,1,0.625,0.625,0.625,0.925,0.925,0.925
"563",63,"rtad","A3Benchmark","TS65",3.67164611816406e-05,2.21589255332947,2.29707932472229,2.11152601242065,1,1,1,1,1,1,0.857142857142857,0.857142857142857,0.857142857142857,0.971428571428571,0.971428571428571,0.971428571428571
"564",64,"rtad","A3Benchmark","TS66",3.4332275390625e-05,1.56980681419373,2.86556839942932,1.31745028495789,0.5,1,0.666666666666667,0.5,1,0.666666666666667,1,1,1,1,1,1
"565",65,"rtad","A3Benchmark","TS67",3.38554382324219e-05,2.6659369468689,2.77433347702026,2.71466732025146,1,1,1,1,1,1,0.0588235294117647,0.0625,0.0606060606060606,0.764705882352941,0.8125,0.787878787878788
"566",66,"rtad","A3Benchmark","TS68",3.40938568115234e-05,2.72947478294373,11.5380856990814,2.84809064865112,0.9375,0.9375,0.9375,0.9875,0.9875,0.9875,0.25,0.25,0.25,0.85,0.85,0.85
"567",67,"rtad","A3Benchmark","TS69",3.40938568115234e-05,3.48937702178955,2.40400052070618,2.46752309799194,0.636363636363636,1,0.777777777777778,0.636363636363636,1,0.777777777777778,0.3125,0.714285714285714,0.434782608695652,0.4125,0.942857142857143,0.573913043478261
"568",68,"rtad","A3Benchmark","TS7",3.38554382324219e-05,3.26807355880737,2.13095164299011,2.54100203514099,1,1,1,1,1,1,0.6,0.6,0.6,0.92,0.92,0.92
"569",69,"rtad","A3Benchmark","TS70",3.67164611816406e-05,2.51132750511169,3.06778621673584,2.2235803604126,0.692307692307692,1,0.818181818181818,0.692307692307692,1,0.818181818181818,0.133333333333333,0.222222222222222,0.166666666666667,0.506666666666667,0.844444444444445,0.633333333333333
"570",70,"rtad","A3Benchmark","TS71",3.86238098144531e-05,4.32627415657043,3.62477922439575,3.49392366409302,0.875,0.875,0.875,0.975,0.975,0.975,0.1875,0.1875,0.1875,0.8375,0.8375,0.8375
"571",71,"rtad","A3Benchmark","TS72",4.1961669921875e-05,2.30423641204834,2.39169502258301,2.04205656051636,0.35,0.875,0.5,0.39,0.975,0.557142857142857,0.0909090909090909,0.25,0.133333333333333,0.309090909090909,0.85,0.453333333333333
"572",72,"rtad","A3Benchmark","TS73",3.48091125488281e-05,2.28894186019897,2.41103506088257,2.20189690589905,0.8125,0.866666666666667,0.838709677419355,0.8625,0.92,0.890322580645161,0.0952380952380952,0.133333333333333,0.111111111111111,0.59047619047619,0.826666666666667,0.688888888888889
"573",73,"rtad","A3Benchmark","TS74",3.40938568115234e-05,1.6746392250061,2.18295240402222,2.03199458122253,1,1,1,1,1,1,1,1,1,1,1,1
"574",74,"rtad","A3Benchmark","TS75",3.48091125488281e-05,2.64407777786255,2.50178337097168,2.16759967803955,0.857142857142857,0.857142857142857,0.857142857142857,0.971428571428571,0.971428571428571,0.971428571428571,0.0666666666666667,0.0714285714285714,0.0689655172413793,0.76,0.814285714285714,0.786206896551724
"575",75,"rtad","A3Benchmark","TS76",3.62396240234375e-05,3.07179713249207,3.46275568008423,2.33540153503418,1,1,1,1,1,1,0.8,0.8,0.8,0.96,0.96,0.96
"576",76,"rtad","A3Benchmark","TS77",3.29017639160156e-05,1.47718167304993,2.14687418937683,2.07316422462463,1,1,1,1,1,1,0.25,0.25,0.25,0.85,0.85,0.85
"577",77,"rtad","A3Benchmark","TS78",3.4332275390625e-05,3.52993321418762,2.77903938293457,2.43856406211853,0.866666666666667,0.866666666666667,0.866666666666667,0.973333333333333,0.973333333333333,0.973333333333333,0.235294117647059,0.266666666666667,0.25,0.752941176470588,0.853333333333333,0.8
"578",78,"rtad","A3Benchmark","TS79",3.71932983398438e-05,2.66033005714417,2.20760130882263,2.22689366340637,1,1,1,1,1,1,0.3,0.6,0.4,0.46,0.92,0.613333333333333
"579",79,"rtad","A3Benchmark","TS8",3.4332275390625e-05,1.39247226715088,2.9881796836853,1.24488592147827,1,1,1,1,1,1,1,1,1,1,1,1
"580",80,"rtad","A3Benchmark","TS80",3.40938568115234e-05,3.96871256828308,3.11696219444275,2.92196178436279,0.923076923076923,0.923076923076923,0.923076923076923,0.984615384615385,0.984615384615385,0.984615384615385,0.142857142857143,0.153846153846154,0.148148148148148,0.771428571428571,0.830769230769231,0.8
"581",81,"rtad","A3Benchmark","TS81",3.79085540771484e-05,3.11447429656982,3.23703861236572,1.84885120391846,0.923076923076923,1,0.96,0.923076923076923,1,0.96,0.125,0.166666666666667,0.142857142857143,0.625,0.833333333333333,0.714285714285714
"582",82,"rtad","A3Benchmark","TS82",3.86238098144531e-05,2.4650821685791,3.26741886138916,2.53266716003418,0.227272727272727,0.714285714285714,0.344827586206897,0.3,0.942857142857143,0.455172413793103,0.1,0.285714285714286,0.148148148148148,0.3,0.857142857142857,0.444444444444444
"583",83,"rtad","A3Benchmark","TS83",3.74317169189453e-05,3.10399460792542,4.25972485542297,2.56509494781494,1,1,1,1,1,1,0.133333333333333,0.166666666666667,0.148148148148148,0.666666666666667,0.833333333333333,0.740740740740741
"584",84,"rtad","A3Benchmark","TS84",3.62396240234375e-05,3.70323634147644,2.42706155776978,2.65898990631104,0.263157894736842,1,0.416666666666667,0.263157894736842,1,0.416666666666667,0.117647058823529,0.4,0.181818181818182,0.258823529411765,0.88,0.4
"585",85,"rtad","A3Benchmark","TS85",3.69548797607422e-05,2.487309217453,2.27828598022461,3.02261519432068,1,1,1,1,1,1,0.875,0.875,0.875,0.975,0.975,0.975
"586",86,"rtad","A3Benchmark","TS86",3.62396240234375e-05,3.92007923126221,2.00186204910278,2.85519671440125,1,1,1,1,1,1,0.153846153846154,0.153846153846154,0.153846153846154,0.830769230769231,0.830769230769231,0.830769230769231
"587",87,"rtad","A3Benchmark","TS87",3.62396240234375e-05,3.45454120635986,2.71473789215088,2.20844459533691,0.545454545454545,0.857142857142857,0.666666666666667,0.618181818181818,0.971428571428571,0.755555555555555,0.181818181818182,0.285714285714286,0.222222222222222,0.545454545454545,0.857142857142857,0.666666666666667
"588",88,"rtad","A3Benchmark","TS88",3.57627868652344e-05,3.45173835754395,2.93644762039185,2.68879914283752,0.470588235294118,0.666666666666667,0.551724137931034,0.658823529411765,0.933333333333333,0.772413793103448,0.0588235294117647,0.0833333333333333,0.0689655172413793,0.576470588235294,0.816666666666667,0.675862068965517
"589",89,"rtad","A3Benchmark","TS89",3.69548797607422e-05,2.07241368293762,3.62522435188293,1.79556083679199,0.923076923076923,0.857142857142857,0.888888888888889,0.984615384615385,0.914285714285714,0.948148148148148,0.230769230769231,0.214285714285714,0.222222222222222,0.846153846153846,0.785714285714286,0.814814814814815
"590",90,"rtad","A3Benchmark","TS9",3.79085540771484e-05,1.89572882652283,2.32258272171021,2.1144859790802,1,1,1,1,1,1,0.4,0.4,0.4,0.88,0.88,0.88
"591",91,"rtad","A3Benchmark","TS90",6.27040863037109e-05,1.35891532897949,1.9578869342804,1.73639726638794,0.9,0.9,0.9,0.98,0.98,0.98,0.4,0.4,0.4,0.88,0.88,0.88
"592",92,"rtad","A3Benchmark","TS91",3.62396240234375e-05,3.10555553436279,4.14273118972778,2.04618215560913,1,1,1,1,1,1,0.5,0.6,0.545454545454545,0.766666666666667,0.92,0.836363636363636
"593",93,"rtad","A3Benchmark","TS92",3.48091125488281e-05,3.59456253051758,2.55203914642334,2.49495077133179,0.538461538461538,0.875,0.666666666666667,0.6,0.975,0.742857142857143,0.2,0.25,0.222222222222222,0.68,0.85,0.755555555555556
"594",94,"rtad","A3Benchmark","TS93",3.79085540771484e-05,3.16543388366699,3.51953291893005,2.00551056861877,1,1,1,1,1,1,0.176470588235294,0.2,0.1875,0.741176470588235,0.84,0.7875
"595",95,"rtad","A3Benchmark","TS94",6.19888305664062e-05,1.37057089805603,2.26728367805481,1.93207955360413,1,1,1,1,1,1,1,1,1,1,1,1
"596",96,"rtad","A3Benchmark","TS95",3.38554382324219e-05,3.23171830177307,2.19844317436218,2.42088913917542,1,1,1,1,1,1,0.25,0.25,0.25,0.85,0.85,0.85
"597",97,"rtad","A3Benchmark","TS96",3.69548797607422e-05,3.61244082450867,2.12521409988403,2.40270614624023,0.714285714285714,1,0.833333333333333,0.714285714285714,1,0.833333333333333,0.285714285714286,0.4,0.333333333333333,0.628571428571429,0.88,0.733333333333333
"598",98,"rtad","A3Benchmark","TS97",3.71932983398438e-05,1.50049376487732,7.30406665802002,1.84918785095215,1,1,1,1,1,1,0.6,0.6,0.6,0.92,0.92,0.92
"599",99,"rtad","A3Benchmark","TS98",3.36170196533203e-05,2.42099976539612,3.90955662727356,2.59544229507446,0.923076923076923,0.923076923076923,0.923076923076923,0.984615384615385,0.984615384615385,0.984615384615385,0.230769230769231,0.230769230769231,0.230769230769231,0.846153846153846,0.846153846153846,0.846153846153846
"600",100,"rtad","A3Benchmark","TS99",3.91006469726562e-05,1.63570761680603,2.07359409332275,1.70336127281189,0.909090909090909,0.909090909090909,0.909090909090909,0.981818181818182,0.981818181818182,0.981818181818182,0.272727272727273,0.272727272727273,0.272727272727273,0.854545454545455,0.854545454545455,0.854545454545455
"601",1,"wavelet","A3Benchmark","TS1",2.05039978027344e-05,0.00469279289245605,0.00275850296020508,4.82685661315918,0.2,0.181818181818182,0.19047619047619,0.24,0.218181818181818,0.228571428571429,0.785714285714286,1,0.88,0.785714285714286,1,0.88
"602",2,"wavelet","A3Benchmark","TS10",1.54972076416016e-05,0.00298404693603516,0.0131635665893555,3.37852907180786,0,0,NA,0,0,NA,0.9,0.9,0.9,0.98,0.98,0.98
"603",3,"wavelet","A3Benchmark","TS100",1.76429748535156e-05,0.0249204635620117,0.00304198265075684,2.16501140594482,0.363636363636364,0.4,0.380952380952381,0.363636363636364,0.4,0.380952380952381,1,1,1,1,1,1
"604",4,"wavelet","A3Benchmark","TS11",1.88350677490234e-05,0.00300073623657227,0.00263381004333496,2.75892996788025,0.0833333333333333,0.142857142857143,0.105263157894737,0.15,0.257142857142857,0.189473684210526,0.875,1,0.933333333333333,0.875,1,0.933333333333333
"605",5,"wavelet","A3Benchmark","TS12",1.9073486328125e-05,0.00261282920837402,0.00258612632751465,1.56234836578369,0.9,0.692307692307692,0.782608695652174,0.9,0.692307692307692,0.782608695652174,1,1,1,1,1,1
"606",6,"wavelet","A3Benchmark","TS13",1.71661376953125e-05,0.00261473655700684,0.00307154655456543,3.2237491607666,0.25,0.555555555555556,0.344827586206897,0.25,0.555555555555556,0.344827586206897,1,1,1,1,1,1
